ORNEK_NO,old_id,new_id,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,PLANDAKI_MESCERE_TIPI,AKTUEL_MES_TIP,BONITET,BOLME_NO,EGIM,BAKI,RAKIM,PAFTA_NO,UTM_X,UTM_Y,IL_ADI,ILCE_ADI,DILIM_NO,ONCEKI_ARAZI,MEVCUT_ARAZI,STATU_VE_TESCIL,STATUSU,TKGM_2021_,TAPUCINSAC,PARSEL_TUR,ARAZI_KUL,ISLETME_DURUMU,ORMAN_FORMU,MULKIYET,KATLILIK_DURUMU,GELISIM_CAGI,KORUMA_AMACLI_ONLEM,KORUMA_AMACLI_ONLEM_SEKLI,İŞLETME_AMAÇLARI,ADAYA_ANIT_AGACI,ADAY_ANIT_AGACI_TURU,ADAY_ANIT_AGACI_BOY,ADAY_ANIT_AGACI_CAP,ADAY_ANIT_AGACI_UTMX,ADAY_ANIT_AGACI_UTMY,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,MUTLAK_DERINLIK,FIZYOLOJIK_DERINLIK,H1_HORIZON_TASLIGI,H2_HORIZON_TASLIGI,H3_HORIZON_TASLIGI,H4_HORIZON_TASLIGI,H1_HORIZON_KALINLIGI,H2_HORIZON_KALINLIGI,H3_HORIZON,H4__HORIZON,ANKAYA,ANKAYA_NOT,HEDEF_TURU,HEDEF_TURU_ACIKLAMA,DOGALLIK,ORMAN_ZARARLILARI,YAPRAK_KAYIP_ORANI,ENVANTER_EKIBI,ROPERDEN_ORNEK_ALANA_GIDIS,DIGER_GOZLEM,BAG_1,BAG_2,ENVANTER_TARIHI,YIL,BLOK
114137,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.380813,41.874389,BM,BM,0,245,40,Batı,496,E18-b3,531600,4635900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,5,Örtülü,Yeşillenmiş,,Ham Humus,Saf Yapraklı,2,1,2,100,100,3,12,15,50,10,17,17,56,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Hayvan,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 283 derece 80 m,ölçüme girmeyen macar meseleri var ,profılden noktaya 50 derece 60 m,dereden noktaya 100 derece 30 m,152-2021,2021,1
114147,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.380653,41.847369,Ma3,Ma3,3,340,40,Doğu,404,E18-b3,531600,4632900,Kırklareli,Merkez,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,Toprak Koruma,Hayır,,,,,,Az,Heterojen,,Yok,30,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,2,,1,110,110+,,10,30,75,0-20,,21-60,6110,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Hayvan,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 132 derece açıyla 165 metre uzaklıktadır.",Ölçüm kriterlerin göre ağaç yoktur.,"Nokta, profil çukuruna 20 derece açıyla 7 metre uzaklıktadır.",,28-07-2022,2022,2
114157,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Alt Yamaç,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.380493,41.820348,BÇkM,BÇkM,0,410,45,Güney Doğu,275,E18-b3,531600,4629900,Kırklareli,Merkez,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,35,Örtülü,Yabanlaşmış,,Yok,Yok,,,,40,40+,45,,,,40,,,,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 271° açı ile 665 m mesafededir.",Yok,"Nokta, toprak profilinden 336° açı ile 3,4 m mesafededir.",,08-08-2023,2023,3
114167,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Taban,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.380333,41.793328,KDA,KDA,0,224,10,Güney,371,E18-b3,531600,4626900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman Degil, ,2,İSKAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,NA,2,,Diğer Ormanlık Alanlar,2,,,,,,Yok,,,,2,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,"0,10",,100,100,,3,5,,35,45,45,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Bozuk Meşe sahası yer yer boşluklar var,,,10-09-2019,2019,4
114177,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.380173,41.766308,Z,Z,0,240,13,Düzlük,352,E18-b3,531600,4623900,Kırklareli,Merkez,35,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Tarım arazisi ,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,Açıklık alan,,,11-08-2020,2020,5
114197,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.379855,41.712266,Z,Z,0,276,10,Doğu,261,E18-c2,531600,4617900,Kırklareli,Merkez,35,Bilinmiyor,Orman,Statüsüz,,,,,,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Hayır,,,,,,Yok,,,Yok,10,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,95,95+,,20,1,70,0-30,,,315,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 88 derece 46 metre uzaklıktadır.","Nokta etrafında tarım arazileri mevcut , hayvan otlatması yapılıyor.","Nokta, profil çukuruna 137 derece ve 3 metre uzaklıktadır.",,31-07-2022,2022,2
114227,,,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Açıklık Alan,IBRELI+IBRELI,Boşluklu Kapalı,Taban,İSTANBUL,KIRKLARELİ,PINARHİSAR,27.379378,41.631204,Sa,Sa,3,343,7,Doğu,201,E18-c2,531600,4608900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman,Devlet Ormanı,1,İSKAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,A,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,2,,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,,,105,105,,3,5,,40,50,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Nokta yola yakın olup ağaçlandırma sahasıdır. Meşcereyi temsil etmiyor saha karaçalılık ile kaplı.,,,09-09-2020,2020,5
114277,,,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI,Boşluklu Kapalı,Sırt,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,27.378589,41.496096,Ma0,Ma0,3,162,4,Güney Batı,123,F18-b2,531600,4593900,Kırklareli,Lüleburgaz,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,1,Şekil Doldurulacak,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,6,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,40",,80,80,1,5,25,,30,40,40,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Yapay,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,Orman yolundan batı yönüne 50 m gidilerek noktaya varıldı.,,14-09-2020,2020,5
114447,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.375945,41.036707,Z,Z,0,593,5,Düzlük,140,F18-c3,531600,4542900,Tekirdağ,Süleymanpaşa,35,Ziraat,Ziraat,Statüsüz,,,,,,Yok,Açıklık Alan,Özel Orman,Yok,NA,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Hayır,,,,,,Yok,Yok,,Yok,,Örtülü,Yeşillenmiş,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Duzluk,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,Araçtan Noktaya 40 M 240 Derece ,Tarlanın Dere Arasında Kalmakta Olup Bögürtlen Vardır Orman Çakal Ergi Vardır ,,,16-08-2022,2022,2
114467,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.375638,40.982659,BMz,BMz,0,593,19,Düzlük,241,G18-b2,531600,4536900,Tekirdağ,Süleymanpaşa,35,Bilinmiyor,Bilinmiyor,Statüsüz,,Orman,Orman,1,ZİRAAT,İşletilmeyen ,Açıklık Alan,Özel,Yok,NA,,,Sosyal Baskılı Alanlar,,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Açıklık Alan,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,ağaçsız alana denk geldi,,,06-08-2019,2019,4
114497,,,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Sırt,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.375178,40.901586,KDA,KDA,0,130,5,Düzlük,198,G18-b2,531600,4527900,Tekirdağ,Süleymanpaşa,35,Ziraat,Ziraat,Statüsüz,,,,,,Yok,Açıklık Alan,Özel Orman,Yok,NA,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Hayır,,,,,,Yok,Yok,,Yok,2,Örtülü,Ölü Örtü Kaplı,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Duzluk,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,Araçdan Noktaya 8 m. 80 Derece,Nokta  Tarla ya Düşmektedir.Etrafı Karaçalı İle Kaplıdır.,,,16-08-2022,2022,2
114517,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.374873,40.847536,MzMlab1,MzMlab1,4,283,27,Kuzey Doğu,143,G18-b4,531600,4521900,Tekirdağ,Süleymanpaşa,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,,,11-08-2019,2019,4
114527,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.374721,40.820512,BMz,BMz,0,352,50,Güney,523,G18-b4,531600,4518900,Tekirdağ,Şarköy,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,İki Katlı,NA,1,Şekil Doldurulacak,Toprak Koruma,2,,,,,,Yok,,,,65,,Ölü Örtü Kaplı,,Yok,Yok,,,,50,50,40,45,,,40,50,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,Toprak sığlığı nedeniyle meşede ve ardıçta kurumalar var,,,28-08-2020,2020,5
118545,,,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Orta Kapalı,Alt Yamaç,İSTANBUL,KIRKLARELİ,KİRAZPINAR,27.41767,41.982342,Kncd3,Kncd3,2,116,33,Kuzey,447,E18-b2,534600,4647900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,C,,,Kaliteli ve Özellikli Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,20,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,1,,101,101,15,20,20,,25,35,36,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,orman yolundan 50m içeri gidilerek noktaya varıldı,,,12-08-2019,2019,4
118555,,,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Alt Yamaç,İSTANBUL,KIRKLARELİ,DEREKÖY,27.417493,41.955322,KnMd2,KnMd2,2,19,13,Batı,610,E18-b2,534600,4644900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,D,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Çok,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,,,110+,145,5,10,10,,50,60,60,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Tensil sahasından alınan bir örnek.,Orman yolundan 60 metre dereye doğru gidilerek noktaya varıldı.,,12-08-2020,2020,5
118565,,,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,İSTANBUL,KIRKLARELİ,AZİZİYE,27.417317,41.928303,Mbc3,Mbc3,2,63,25,Kuzey Batı,579,E18-b2,534600,4641900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,2,1,2,110,110,3,5,10,,11,19,80,,Numune Alındı,,,Hedef Tür Yok,Doğala Yakın,Yok,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 98 derce 31 m,"
","profılden noktaya 162 derece 7,95 m",,152-2021,2021,1
118575,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.417141,41.901283,MGnab3,MGnab3,2,188,35,Kuzey Doğu,478,E18-b2,534600,4638900,Kırklareli,Merkez,35,Bilinmiyor,Orman,Statülü,Diğer,Orman,DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,Su Kaynaklarını Koruma,Hayır,,,,,,Orta,Homojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,3,,2,100,100,5,6,,80,5,10,,26,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,Aractan Noktaya 316 M 17 Derece ,-,Profılden Noktaya 12 M 110 Derece ,,04-08-2022,2022,2
118585,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.416965,41.874263,Mab3,Mab3,2,304,6,Batı,466,E18-b3,534600,4635900,Kırklareli,Merkez,35,Bilinmiyor,Orman,Statüsüz,,Orman,HEDYE DEVLET ORMANI,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,1,,1,60,60,2,10,,,30,30,,,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 270° açı ile 50 m mesafededir.",Beklenildiği halde kapalılık nedeniyle GPS hata payı 5 m'nin altına düşmemiştir.,"Nokta, toprak profilinden 110° açı ile 5,4 m mesafededir.",,07-08-2023,2023,3
118605,,,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.416614,41.820223,ÇkMbc3,ÇkMbc3,3,94,20,Batı,383,E18-b3,534600,4629900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,,,110,110,,2,5,,40,50,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,,Rüzgar devriği ve kırığı var . Kurumalar mevcuttur.,Üsküp şefliğinden ayrılmıştır.,,09-09-2020,2020,5
118615,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Gevşek Kapalı,Orta Yamaç,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.416439,41.793203,ÇkMbc3,ÇkMbc3,3,193,15,Kuzey,409,E18-b3,534600,4626900,Kırklareli,Merkez,35,Orman,Orman,Statüsüz,,Orman,DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Yapraklı + İbreli Karışık,2,1,1,90,90,,10,20,60,,9,32,49,Numune Alındı,,karaçam,Hedef Tür Var,Doğala Yakın,Hayvan,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 15 derece 85 metre mesafe ,Arazinin üst tarafına karaçam agaçları var ,profilden noktaya 170 derece 7 metre mesafe,,162-2021,2021,1
118675,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,İSTANBUL,KIRKLARELİ,PINARHİSAR ,27.415394,41.631079,MGnab3,MGnab3,4,350,50,Kuzey,182,E18-c2,534600,4608900,Kırklareli,Pınarhisar,35,Bilinmiyor,Orman,Statüsüz,,Orman,Devlet Ormanı,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,İki Katlı,B,Koruma Amaçlı Önlem Yok,,Kaliteli ve Özellikli Odun Üretimi,Hayır,,,,,,Yok,,,Yok,10,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,3,,2,110,110+,5,15,30,,0,11-35,3610,,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 15 derece açıyla 77 metre uzaklıktadır.",Sahanın etrafı ağaçlandırma sahası olup çevredeki hedef tür karaçamdır. Ağaçlandırılmış sahada üretim yapılmaktadır.,"Nokta, profil çukuruna 270 derece açıyla ve 4 metre uzaklıktadır",,31-07-2022,2022,2
118695,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Taban,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,27.415048,41.577037,Mbc1/Sa,Mbc1/Sa,3,112,5,Kuzey,190,E18-c3,534600,4602900,Kırklareli,Pınarhisar,35,Orman,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,K,2,,Kaliteli ve Özellikli Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,2,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,"0,20",,100,100,1,5,7,,30,40,40,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,,,10-09-2019,2019,4
118925,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,Açıklık Alan,Boşluklu Kapalı,Taban,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.411131,40.955513,Z,Z,0,16,5,Dere İçi,221,G18-b2,534600,4533900,Tekirdağ,Süleymanpaşa,35,Sulak Alan,Sulak Alan,Statüsüz,,,,,,İşletilmeyen ,Aynıyaşlı Maktalı,Devlet Ormanı,Yok,NA,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Hayır,,,,,,Yok,,,Dere Vejetasyonu,5,Örtülü,Yeşillenmiş,,Yaprak,Saf Yapraklı,1,,1,110,110,,3,5,,,0-30,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,Araçtan Noktaya 30 M 350 Derece ,Arazi Tam Dere Tabanında Kalmakta Olup Dere Kurudugu İçin Ölcüm Yapılmadı Ancak Çok Yogun Bögürtlen Var,Profılden Noktaya 8 M 85 Derece ,,16-08-2022,2022,2
118965,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.410462,40.847415,MzMla3,MzMla3,4,233,44,Güney Batı,327,G18-b3,534600,4521900,Tekirdağ,Süleymanpaşa,35,Sulak Alan,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,10,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,110,110,,5,15,,,10,100,,Numune Alınmadı,Ulaşılamadı,,Bilinmiyor,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,YOK,YOK,YOK,,18-07-2021,2021,1
122830,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,İSTANBUL,KIRKLARELİ,AZİZİYE,27.45,41.96,Kncd3,Kncd3,2,27,30,Kuzey,517,E18-b2,537600,4644900,Kırklareli,Merkez,35,Sulak Alan,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,3,,1,110,110+,5,,20,75,0-5,,15,2110,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Kar,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 146 derecelik açıyla uzaklıktadır.",Deneme alanı çevresi yakınlarında kar kırıkları ve devrikleri görülmüştür.,"Nokta, profil çukurundan 133 derece ve 10 metre uzaklığındadır.",,30-07-2022,2022,2
